id,type,x,y,z,users,total_bw,shared_bw,active
1215,FEMTO,52,60,1,0,6800.0,6800.0,false
1216,FEMTO,52,60,1,0,6800.0,6800.0,true
1217,FEMTO,52,60,1,0,6800.0,6800.0,true
1218,FEMTO,52,60,1,0,6800.0,6800.0,false
1219,FEMTO,52,60,1,0,6800.0,6800.0,false
1220,FEMTO,52,60,1,0,6800.0,6800.0,false
1221,FEMTO,52,60,1,0,6800.0,6800.0,true
1222,FEMTO,52,60,1,0,6800.0,6800.0,false
1223,FEMTO,52,60,1,0,6800.0,6800.0,false
1224,FEMTO,52,60,1,0,6800.0,6800.0,true
1225,FEMTO,52,60,1,0,6800.0,6800.0,false
1226,FEMTO,52,60,1,0,6800.0,6800.0,true
0,MICRO,2,18,2,0,500.0,500.0,true
1,MICRO,2,18,2,0,500.0,500.0,true
2,MICRO,2,18,2,0,500.0,500.0,false
3,MICRO,82,56,2,0,500.0,500.0,false
4,MICRO,82,56,2,0,500.0,500.0,true
5,MICRO,82,56,2,0,500.0,500.0,false
6,MICRO,12,33,2,0,500.0,500.0,false
7,MICRO,12,33,2,0,500.0,500.0,false
8,MICRO,12,33,2,0,500.0,500.0,false
9,MICRO,66,14,2,0,500.0,500.0,false
10,MICRO,66,14,2,0,500.0,500.0,false
11,MICRO,66,14,2,0,500.0,500.0,false
12,MICRO,53,70,2,0,500.0,500.0,false
